,Patrocinador do Estudo,Número do Processo,Nome ou Código do Medicamento Experimental,Classe Terapêutica,Tipo de Medicamento Experimental,Doença,CID10,Nome do Protocolo Clínico,Título do Estudo,Fase do Estudo,Tipo de Estudo,Situação do Estudo,Instituição de Pesquisa,Investigador,Número de Pacientes,Unnamed: 0,NCT Number,Intervention Type,Intervention,Start Date,Completion Date,First Posted
890,IQVIA RDS BRASIL LTDA.,25351178950202122,TRM&#8208;201 (ROFECOXIBE),Não há dados,SINTÉTICO/SEMISSINTÉTICO,ARTROPATIA HEMOFÍLICA (D66-D68+),M362,TRM-201-HA-301,"ESTUDO DE FASE III, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, DE GRUPOS PARALELOS, COM UMA EXTENSÃO ABERTA DE LONGO PRAZO PARA AVALIAR A EFICÁCIA E SEGURANÇA DE TRM&#8208;201 (ROFECOXIBE) EM PARTICIPANTES COM ARTROPATIA HEMOFÍLICA. EMENDA AO PROTOCOLO Nº 1 DE 31 DE MARÇO DE 2021",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO,FUNDACAO UCS HOSPITAL GERAL DE CAXIAS DO SUL,GUILHERME RASIA BOSI,2,158351,NCT04684511,DRUG, TRM-201 (Rofecoxib),2021-06-02 00:00:00,2022-09-28 00:00:00,2020-12-24
891,IQVIA RDS BRASIL LTDA.,25351178950202122,TRM&#8208;201 (ROFECOXIBE),Não há dados,SINTÉTICO/SEMISSINTÉTICO,ARTROPATIA HEMOFÍLICA (D66-D68+),M362,TRM-201-HA-301,"ESTUDO DE FASE III, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, DE GRUPOS PARALELOS, COM UMA EXTENSÃO ABERTA DE LONGO PRAZO PARA AVALIAR A EFICÁCIA E SEGURANÇA DE TRM&#8208;201 (ROFECOXIBE) EM PARTICIPANTES COM ARTROPATIA HEMOFÍLICA. EMENDA AO PROTOCOLO Nº 1 DE 31 DE MARÇO DE 2021",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, HOSPITAL ESCOLA DA UFPEL FUNDACAO DE APOIO UNIVERSITARIO,DANIEL BRITO DE ARAUJO,3,158351,NCT04684511,DRUG, TRM-201 (Rofecoxib),2021-06-02 00:00:00,2022-09-28 00:00:00,2020-12-24
892,IQVIA RDS BRASIL LTDA.,25351178950202122,TRM&#8208;201 (ROFECOXIBE),Não há dados,SINTÉTICO/SEMISSINTÉTICO,ARTROPATIA HEMOFÍLICA (D66-D68+),M362,TRM-201-HA-301,"ESTUDO DE FASE III, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, DE GRUPOS PARALELOS, COM UMA EXTENSÃO ABERTA DE LONGO PRAZO PARA AVALIAR A EFICÁCIA E SEGURANÇA DE TRM&#8208;201 (ROFECOXIBE) EM PARTICIPANTES COM ARTROPATIA HEMOFÍLICA. EMENDA AO PROTOCOLO Nº 1 DE 31 DE MARÇO DE 2021",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, INSTITUTO MEDERI DE PESQUISA E SAUDE,DENISE RAMOS DE ALMEIDA,3,158351,NCT04684511,DRUG, TRM-201 (Rofecoxib),2021-06-02 00:00:00,2022-09-28 00:00:00,2020-12-24
893,IQVIA RDS BRASIL LTDA.,25351179451202314,VALBENAZINA (NBI-98854),Não há dados,SINTÉTICO/SEMISSINTÉTICO,PARALISIA CEREBRAL DISCINÉTICA,G803,NBI-98854-DCP3018,"ESTUDO DE FASE 3, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, PARA AVALIAR A EFICÁCIA, SEGURANÇA E TOLERABILIDADE DE VALBENAZINA PARA O TRATAMENTO DE DISCINESIA DEVIDO À PARALISIA CEREBRAL. EMENDA 1.0 DE 1º DE NOVEMBRO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO,Não há dados,Não há dados,Não há dados,118238,NCT05206513,DRUG, Placebo,2022-04-15 00:00:00,2026-01-01 00:00:00,2022-01-25
894,RARAS BRASIL PESQUISA CLINICA LTDA,25351181643202218,NIZUBAGLUSTATE (AZ-3102),NULO,SINTÉTICO/SEMISSINTÉTICO,DISTÚRBIOS DO METABOLISMO DE ESFINGOLÍPIDES E OUTROS DISTÚRBIOS DE DEPÓSITO DE LÍPIDES,E75,AZA-001-5A2-01,"ESTUDO DE FASE 2, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, MULTICÊNTRICO DE 12 SEMANAS PARA AVALIAR A SEGURANÇA, TOLERABILIDADE, FARMACOCINÉTICA E FARMACODINÂMICA DE AZ-3102 ORAL EM PACIENTES COM GANGLIOSIDOSE GM2 OU DOENÇA DE NIEMANN-PICK TIPO C. VERSÃO 3.0 DE 29 DE JANEIRO DE 2024.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO,ASSOC HOSPITALAR DE PROTECAO A INFANCIA DR RAUL CARNEIRO,DANIEL ALMEIDA DO VALLE,2,92298,NCT05758922,DRUG, AZ-3102 (Dose 1),2023-04-24 00:00:00,2024-12-01 00:00:00,2023-03-08
895,RARAS BRASIL PESQUISA CLINICA LTDA,25351181643202218,NIZUBAGLUSTATE (AZ-3102),NULO,SINTÉTICO/SEMISSINTÉTICO,DISTÚRBIOS DO METABOLISMO DE ESFINGOLÍPIDES E OUTROS DISTÚRBIOS DE DEPÓSITO DE LÍPIDES,E75,AZA-001-5A2-01,"ESTUDO DE FASE 2, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, MULTICÊNTRICO DE 12 SEMANAS PARA AVALIAR A SEGURANÇA, TOLERABILIDADE, FARMACOCINÉTICA E FARMACODINÂMICA DE AZ-3102 ORAL EM PACIENTES COM GANGLIOSIDOSE GM2 OU DOENÇA DE NIEMANN-PICK TIPO C. VERSÃO 3.0 DE 29 DE JANEIRO DE 2024.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FIOTEC INSTITUTO FERNANDES FIGUEIRA,DAFNE DAIN GANDELMAN HOROVITZ,2,92298,NCT05758922,DRUG, AZ-3102 (Dose 1),2023-04-24 00:00:00,2024-12-01 00:00:00,2023-03-08
896,RARAS BRASIL PESQUISA CLINICA LTDA,25351181643202218,NIZUBAGLUSTATE (AZ-3102),NULO,SINTÉTICO/SEMISSINTÉTICO,DISTÚRBIOS DO METABOLISMO DE ESFINGOLÍPIDES E OUTROS DISTÚRBIOS DE DEPÓSITO DE LÍPIDES,E75,AZA-001-5A2-01,"ESTUDO DE FASE 2, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO, MULTICÊNTRICO DE 12 SEMANAS PARA AVALIAR A SEGURANÇA, TOLERABILIDADE, FARMACOCINÉTICA E FARMACODINÂMICA DE AZ-3102 ORAL EM PACIENTES COM GANGLIOSIDOSE GM2 OU DOENÇA DE NIEMANN-PICK TIPO C. VERSÃO 3.0 DE 29 DE JANEIRO DE 2024.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, HOSPITAL DE CLINICAS DE PORTO ALEGRE,ROBERTO GIUGLIANI,2,92298,NCT05758922,DRUG, AZ-3102 (Dose 1),2023-04-24 00:00:00,2024-12-01 00:00:00,2023-03-08
897,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,25351182191202283,RO7247669 (PD1-LAG3),ANTICORPOS MONOCLONAIS,BIOLÓGICO,"NEOPLASIA MALIGNA, SEM ESPECIFICAÇÃO DE LOCALIZAÇÃO",C80,NP41300,"ESTUDO DE FASE I ABERTO, MULTICÊNTRICO, DE ESCALONAMENTO DE DOSE, PARA AVALIAR A SEGURANÇA/ TOLERABILIDADE, FARMACOCINÉTICA, FARMACODINÂMICA E ATIVIDADE ANTITUMORAL PRELIMINAR DE RO7247669, UM ANTICORPO BIESPECÍFICO PD1-LAG3, EM PARTICIPANTES COM TUMORES SÓLIDOS AVANÇADOS E/OU METASTÁTICOS. VERSÃO 4 DE 29 DE MARÇO DE 2022.",I,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO,HOSPITAL DE CLINICAS DE PORTO ALEGRE,SÉRGIO JOBIM DE AZEVEDO,3,134467,NCT04140500,DRUG, RO7247669,2019-11-11 00:00:00,2025-12-31 00:00:00,2019-10-28
898,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,25351182191202283,RO7247669 (PD1-LAG3),ANTICORPOS MONOCLONAIS,BIOLÓGICO,"NEOPLASIA MALIGNA, SEM ESPECIFICAÇÃO DE LOCALIZAÇÃO",C80,NP41300,"ESTUDO DE FASE I ABERTO, MULTICÊNTRICO, DE ESCALONAMENTO DE DOSE, PARA AVALIAR A SEGURANÇA/ TOLERABILIDADE, FARMACOCINÉTICA, FARMACODINÂMICA E ATIVIDADE ANTITUMORAL PRELIMINAR DE RO7247669, UM ANTICORPO BIESPECÍFICO PD1-LAG3, EM PARTICIPANTES COM TUMORES SÓLIDOS AVANÇADOS E/OU METASTÁTICOS. VERSÃO 4 DE 29 DE MARÇO DE 2022.",I,POSSUI COOPERAÇÃO ESTRANGEIRA,AUTORIZADO, SECRETARIA DE ESTADO DA SAUDE DE SAO PAULO,MILENA PEREZ MAK,3,134467,NCT04140500,DRUG, RO7247669,2019-11-11 00:00:00,2025-12-31 00:00:00,2019-10-28
899,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351183347202243,TREPROSTINILA PALMITIL; INS1009,Não há dados,SINTÉTICO/SEMISSINTÉTICO,HIPERTENSÃO PULMONAR PRIMÁRIA,I270,INS1009-202,"UM ESTUDO MULTICÊNTRICO DE FASE 2B, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO PARA AVALIAR A EFICÁCIA, SEGURANÇA E FARMACOCINÉTICA DA TREPROSTINILA PALMITIL EM PÓ PARA INALAÇÃO EM PARTICIPANTES COM HIPERTENSÃO ARTERIAL PULMONAR. VERSÃO 4.0 DE 23 DE OUTUBRO DE 2023",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO,COMPLEXO DE PREVENCAO DIAGNOSTICO TERAPIA REAB RESP S S LTDA,MARINA LIMA,2,167309,NCT05147805,DRUG, Treprostinil Palmitil,2022-08-24 00:00:00,2025-07-31 00:00:00,2021-12-07
900,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351183347202243,TREPROSTINILA PALMITIL; INS1009,Não há dados,SINTÉTICO/SEMISSINTÉTICO,HIPERTENSÃO PULMONAR PRIMÁRIA,I270,INS1009-202,"UM ESTUDO MULTICÊNTRICO DE FASE 2B, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO PARA AVALIAR A EFICÁCIA, SEGURANÇA E FARMACOCINÉTICA DA TREPROSTINILA PALMITIL EM PÓ PARA INALAÇÃO EM PARTICIPANTES COM HIPERTENSÃO ARTERIAL PULMONAR. VERSÃO 4.0 DE 23 DE OUTUBRO DE 2023",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, HOSPITAL DAS CLINICAS FMUSPFUNDACAO ZERBINI,ROGÉRIO DE SOUZA,2,167309,NCT05147805,DRUG, Treprostinil Palmitil,2022-08-24 00:00:00,2025-07-31 00:00:00,2021-12-07
901,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351183347202243,TREPROSTINILA PALMITIL; INS1009,Não há dados,SINTÉTICO/SEMISSINTÉTICO,HIPERTENSÃO PULMONAR PRIMÁRIA,I270,INS1009-202,"UM ESTUDO MULTICÊNTRICO DE FASE 2B, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO PARA AVALIAR A EFICÁCIA, SEGURANÇA E FARMACOCINÉTICA DA TREPROSTINILA PALMITIL EM PÓ PARA INALAÇÃO EM PARTICIPANTES COM HIPERTENSÃO ARTERIAL PULMONAR. VERSÃO 4.0 DE 23 DE OUTUBRO DE 2023",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, HOSPITAL DE CLINICAS DE PORTO ALEGRE,MARCELO BASSO GAZZANA,2,167309,NCT05147805,DRUG, Treprostinil Palmitil,2022-08-24 00:00:00,2025-07-31 00:00:00,2021-12-07
902,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351183347202243,TREPROSTINILA PALMITIL; INS1009,Não há dados,SINTÉTICO/SEMISSINTÉTICO,HIPERTENSÃO PULMONAR PRIMÁRIA,I270,INS1009-202,"UM ESTUDO MULTICÊNTRICO DE FASE 2B, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO PARA AVALIAR A EFICÁCIA, SEGURANÇA E FARMACOCINÉTICA DA TREPROSTINILA PALMITIL EM PÓ PARA INALAÇÃO EM PARTICIPANTES COM HIPERTENSÃO ARTERIAL PULMONAR. VERSÃO 4.0 DE 23 DE OUTUBRO DE 2023",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, INSTITUTO DAS PEQUENAS MISSIONARIAS DE MARIA IMACULADA,FREDERICO THADEU ASSIS FIGUEIREDO CAMPOS,2,167309,NCT05147805,DRUG, Treprostinil Palmitil,2022-08-24 00:00:00,2025-07-31 00:00:00,2021-12-07
903,PPD DO BRASIL SUPORTE A PESQUISA CLINICA LTDA,25351183347202243,TREPROSTINILA PALMITIL; INS1009,Não há dados,SINTÉTICO/SEMISSINTÉTICO,HIPERTENSÃO PULMONAR PRIMÁRIA,I270,INS1009-202,"UM ESTUDO MULTICÊNTRICO DE FASE 2B, RANDOMIZADO, DUPLO-CEGO, CONTROLADO POR PLACEBO PARA AVALIAR A EFICÁCIA, SEGURANÇA E FARMACOCINÉTICA DA TREPROSTINILA PALMITIL EM PÓ PARA INALAÇÃO EM PARTICIPANTES COM HIPERTENSÃO ARTERIAL PULMONAR. VERSÃO 4.0 DE 23 DE OUTUBRO DE 2023",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, UNIVERSIDADE FEDERAL DE MINAS GERAIS HOSPITAL DAS CLINICAS,RICARDO DE AMORIM CORRÊA,2,167309,NCT05147805,DRUG, Treprostinil Palmitil,2022-08-24 00:00:00,2025-07-31 00:00:00,2021-12-07
904,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,25351183349202232,MTIG7192A (TIRAGOLUMABE),ANTINEOPLASICO,BIOLÓGICO,NEOPLASIA MALIGNA DOS BRÔNQUIOS E DOS PULMÕES,C34,BO42592,"ESTUDO DE FASE II/III, RANDOMIZADO, DUPLOCEGO, CONTROLADO POR PLACEBO, DE TIRAGOLUMABE EM COMBINAÇÃO COM ATEZOLUMABE MAIS PEMETREXEDE E CARBOPLATINA/CISPLATINA VERSUS PEMBROLIZUMABE MAIS PEMETREXEDE E CARBOPLATINA/CISPLATINA EM PARTICIPANTES COM CÂNCER DE PULMÃO DE NÃO PEQUENAS CÉLULAS, NÃO ESCAMOSO, AVANÇADO, NÃO TRATADO ANTERIORMENTE. VERSÃO 6 DE 13 DE OUTUBRO DE 2022.",II/III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO,CENTRO REGIONAL INTEGRADO DE ONCOLOGIA,EDUARDO HENRIQUE CRONEMBERGER COSTA E SILVA,2,166314,NCT04619797,DRUG, Tiragolumab,2020-12-14 00:00:00,2027-05-14 00:00:00,2020-11-06
905,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,25351183349202232,MTIG7192A (TIRAGOLUMABE),ANTINEOPLASICO,BIOLÓGICO,NEOPLASIA MALIGNA DOS BRÔNQUIOS E DOS PULMÕES,C34,BO42592,"ESTUDO DE FASE II/III, RANDOMIZADO, DUPLOCEGO, CONTROLADO POR PLACEBO, DE TIRAGOLUMABE EM COMBINAÇÃO COM ATEZOLUMABE MAIS PEMETREXEDE E CARBOPLATINA/CISPLATINA VERSUS PEMBROLIZUMABE MAIS PEMETREXEDE E CARBOPLATINA/CISPLATINA EM PARTICIPANTES COM CÂNCER DE PULMÃO DE NÃO PEQUENAS CÉLULAS, NÃO ESCAMOSO, AVANÇADO, NÃO TRATADO ANTERIORMENTE. VERSÃO 6 DE 13 DE OUTUBRO DE 2022.",II/III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FUNDACAO FACULDADE DE MEDICINA MEC MPAS,MILENA PEREZ MAK,2,166314,NCT04619797,DRUG, Tiragolumab,2020-12-14 00:00:00,2027-05-14 00:00:00,2020-11-06
906,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,25351183349202232,MTIG7192A (TIRAGOLUMABE),ANTINEOPLASICO,BIOLÓGICO,NEOPLASIA MALIGNA DOS BRÔNQUIOS E DOS PULMÕES,C34,BO42592,"ESTUDO DE FASE II/III, RANDOMIZADO, DUPLOCEGO, CONTROLADO POR PLACEBO, DE TIRAGOLUMABE EM COMBINAÇÃO COM ATEZOLUMABE MAIS PEMETREXEDE E CARBOPLATINA/CISPLATINA VERSUS PEMBROLIZUMABE MAIS PEMETREXEDE E CARBOPLATINA/CISPLATINA EM PARTICIPANTES COM CÂNCER DE PULMÃO DE NÃO PEQUENAS CÉLULAS, NÃO ESCAMOSO, AVANÇADO, NÃO TRATADO ANTERIORMENTE. VERSÃO 6 DE 13 DE OUTUBRO DE 2022.",II/III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, HOSPITAL DE CLINICAS DE PORTO ALEGRE,SÉRGIO JOBIM DE AZEVEDO,2,166314,NCT04619797,DRUG, Tiragolumab,2020-12-14 00:00:00,2027-05-14 00:00:00,2020-11-06
907,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,25351183349202232,MTIG7192A (TIRAGOLUMABE),ANTINEOPLASICO,BIOLÓGICO,NEOPLASIA MALIGNA DOS BRÔNQUIOS E DOS PULMÕES,C34,BO42592,"ESTUDO DE FASE II/III, RANDOMIZADO, DUPLOCEGO, CONTROLADO POR PLACEBO, DE TIRAGOLUMABE EM COMBINAÇÃO COM ATEZOLUMABE MAIS PEMETREXEDE E CARBOPLATINA/CISPLATINA VERSUS PEMBROLIZUMABE MAIS PEMETREXEDE E CARBOPLATINA/CISPLATINA EM PARTICIPANTES COM CÂNCER DE PULMÃO DE NÃO PEQUENAS CÉLULAS, NÃO ESCAMOSO, AVANÇADO, NÃO TRATADO ANTERIORMENTE. VERSÃO 6 DE 13 DE OUTUBRO DE 2022.",II/III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, HOSPITAL NOSSA SENHORA DA CONCEICAO SA,JULIANA JANOSKI DE MENEZES,2,166314,NCT04619797,DRUG, Tiragolumab,2020-12-14 00:00:00,2027-05-14 00:00:00,2020-11-06
908,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,25351183349202232,MTIG7192A (TIRAGOLUMABE),ANTINEOPLASICO,BIOLÓGICO,NEOPLASIA MALIGNA DOS BRÔNQUIOS E DOS PULMÕES,C34,BO42592,"ESTUDO DE FASE II/III, RANDOMIZADO, DUPLOCEGO, CONTROLADO POR PLACEBO, DE TIRAGOLUMABE EM COMBINAÇÃO COM ATEZOLUMABE MAIS PEMETREXEDE E CARBOPLATINA/CISPLATINA VERSUS PEMBROLIZUMABE MAIS PEMETREXEDE E CARBOPLATINA/CISPLATINA EM PARTICIPANTES COM CÂNCER DE PULMÃO DE NÃO PEQUENAS CÉLULAS, NÃO ESCAMOSO, AVANÇADO, NÃO TRATADO ANTERIORMENTE. VERSÃO 6 DE 13 DE OUTUBRO DE 2022.",II/III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, ONCOCLÍNICAS – ONCOCENTRO  BELO HORIZONTE,RODRIGO CUNHA GUIMARÃES,2,166314,NCT04619797,DRUG, Tiragolumab,2020-12-14 00:00:00,2027-05-14 00:00:00,2020-11-06
909,PRODUTOS ROCHE QUÍMICOS E FARMACÊUTICOS S.A.,25351183349202232,MTIG7192A (TIRAGOLUMABE),ANTINEOPLASICO,BIOLÓGICO,NEOPLASIA MALIGNA DOS BRÔNQUIOS E DOS PULMÕES,C34,BO42592,"ESTUDO DE FASE II/III, RANDOMIZADO, DUPLOCEGO, CONTROLADO POR PLACEBO, DE TIRAGOLUMABE EM COMBINAÇÃO COM ATEZOLUMABE MAIS PEMETREXEDE E CARBOPLATINA/CISPLATINA VERSUS PEMBROLIZUMABE MAIS PEMETREXEDE E CARBOPLATINA/CISPLATINA EM PARTICIPANTES COM CÂNCER DE PULMÃO DE NÃO PEQUENAS CÉLULAS, NÃO ESCAMOSO, AVANÇADO, NÃO TRATADO ANTERIORMENTE. VERSÃO 6 DE 13 DE OUTUBRO DE 2022.",II/III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, ONCOSITE - CENTRO DE PESQUISA CLÍNICA  EM ONCOLOGIA LTDA.,FÁBIO ANDRÉ FRANKE,2,166314,NCT04619797,DRUG, Tiragolumab,2020-12-14 00:00:00,2027-05-14 00:00:00,2020-11-06
910,BEIGENE BRASIL LTDA.,25351186221202310,BGB11417,NULO,SINTÉTICO/SEMISSINTÉTICO,LINFOMA NÃO-HODGKIN DE TIPO NÃO ESPECIFICADO,C859,BGB-11417-201,"ESTUDO FASE 1/2, MULTICÊNTRICO, BRAÇO ÚNICO, ABERTO PARA AVALIAR A EFICÁCIA, SEGURANÇA, E FARMACOCINÉTICA DO SONROTOCLAX INIBIDOR DE BCL2 EM PACIENTES COM LINFOMA DE CÉLULAS DE MANTO RECIDIVADO/REFRATÁRIO. VERSÃO 2.0 – 09/AGO/2023.",II,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO,Não há dados,Não há dados,Não há dados,199134,NCT05471843,DRUG, BGB-11417,2022-09-05 00:00:00,2027-08-01 00:00:00,2022-07-25
911,IQVIA RDS BRASIL LTDA.,25351186222202356,XL092 E NIVOLUMABE ,INIBIDORES DA PROTEÍNA QUINASE ,SINTÉTICO/SEMISSINTÉTICO,"NEOPLASIA MALIGNA DO RIM, EXCETO PELVE RENAL",C64,XL092-304,"ESTUDO DE FASE 3, ABERTO, RANDOMIZADO, DE XL092 + NIVOLUMABE VERSUS SUNITINIBE EM PARTICIPANTES COM CARCINOMA DE CÉLULAS RENAIS DE CÉLULAS NÃO CLARAS AVANÇADO OU METASTÁTICO. EMENDA 1.0 DE 07 DE OUTUBRO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO,ASSOCIACAO HOSPITALAR BENEFICENTE SAO VICENTE DE PAULO,NICOLAS SILVA LAZARETTI,2,252280,NCT05678673,DRUG, XL092,2023-01-01 00:00:00,2028-06-01 00:00:00,2023-01-10
912,IQVIA RDS BRASIL LTDA.,25351186222202356,XL092 E NIVOLUMABE ,INIBIDORES DA PROTEÍNA QUINASE ,SINTÉTICO/SEMISSINTÉTICO,"NEOPLASIA MALIGNA DO RIM, EXCETO PELVE RENAL",C64,XL092-304,"ESTUDO DE FASE 3, ABERTO, RANDOMIZADO, DE XL092 + NIVOLUMABE VERSUS SUNITINIBE EM PARTICIPANTES COM CARCINOMA DE CÉLULAS RENAIS DE CÉLULAS NÃO CLARAS AVANÇADO OU METASTÁTICO. EMENDA 1.0 DE 07 DE OUTUBRO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, CENTRO GAUCHO INTEGRADO DE ONCOLOGIA,ALAN ARRIEIRA AZAMBUJA,1,252280,NCT05678673,DRUG, XL092,2023-01-01 00:00:00,2028-06-01 00:00:00,2023-01-10
913,IQVIA RDS BRASIL LTDA.,25351186222202356,XL092 E NIVOLUMABE ,INIBIDORES DA PROTEÍNA QUINASE ,SINTÉTICO/SEMISSINTÉTICO,"NEOPLASIA MALIGNA DO RIM, EXCETO PELVE RENAL",C64,XL092-304,"ESTUDO DE FASE 3, ABERTO, RANDOMIZADO, DE XL092 + NIVOLUMABE VERSUS SUNITINIBE EM PARTICIPANTES COM CARCINOMA DE CÉLULAS RENAIS DE CÉLULAS NÃO CLARAS AVANÇADO OU METASTÁTICO. EMENDA 1.0 DE 07 DE OUTUBRO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, CLINICA DE NEOPLASIAS LITORAL LTDA,GIULIANO SANTOS BORGES,1,252280,NCT05678673,DRUG, XL092,2023-01-01 00:00:00,2028-06-01 00:00:00,2023-01-10
914,IQVIA RDS BRASIL LTDA.,25351186222202356,XL092 E NIVOLUMABE ,INIBIDORES DA PROTEÍNA QUINASE ,SINTÉTICO/SEMISSINTÉTICO,"NEOPLASIA MALIGNA DO RIM, EXCETO PELVE RENAL",C64,XL092-304,"ESTUDO DE FASE 3, ABERTO, RANDOMIZADO, DE XL092 + NIVOLUMABE VERSUS SUNITINIBE EM PARTICIPANTES COM CARCINOMA DE CÉLULAS RENAIS DE CÉLULAS NÃO CLARAS AVANÇADO OU METASTÁTICO. EMENDA 1.0 DE 07 DE OUTUBRO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FACULDADE DE MEDICINA ABC,SUELEN PATRÍCIA DOS SANTOS MARTINS,1,252280,NCT05678673,DRUG, XL092,2023-01-01 00:00:00,2028-06-01 00:00:00,2023-01-10
915,IQVIA RDS BRASIL LTDA.,25351186222202356,XL092 E NIVOLUMABE ,INIBIDORES DA PROTEÍNA QUINASE ,SINTÉTICO/SEMISSINTÉTICO,"NEOPLASIA MALIGNA DO RIM, EXCETO PELVE RENAL",C64,XL092-304,"ESTUDO DE FASE 3, ABERTO, RANDOMIZADO, DE XL092 + NIVOLUMABE VERSUS SUNITINIBE EM PARTICIPANTES COM CARCINOMA DE CÉLULAS RENAIS DE CÉLULAS NÃO CLARAS AVANÇADO OU METASTÁTICO. EMENDA 1.0 DE 07 DE OUTUBRO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FUNDACAO DR AMARAL CARVALHO,PATRICIA MEDEIROS MILHOMEN BEATO,1,252280,NCT05678673,DRUG, XL092,2023-01-01 00:00:00,2028-06-01 00:00:00,2023-01-10
916,IQVIA RDS BRASIL LTDA.,25351186222202356,XL092 E NIVOLUMABE ,INIBIDORES DA PROTEÍNA QUINASE ,SINTÉTICO/SEMISSINTÉTICO,"NEOPLASIA MALIGNA DO RIM, EXCETO PELVE RENAL",C64,XL092-304,"ESTUDO DE FASE 3, ABERTO, RANDOMIZADO, DE XL092 + NIVOLUMABE VERSUS SUNITINIBE EM PARTICIPANTES COM CARCINOMA DE CÉLULAS RENAIS DE CÉLULAS NÃO CLARAS AVANÇADO OU METASTÁTICO. EMENDA 1.0 DE 07 DE OUTUBRO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FUNDACAO FACULDADE REGIONAL DE MEDICINA DE SAO JOSE DO RIO P,JOAO ANTONIO SOLER,2,252280,NCT05678673,DRUG, XL092,2023-01-01 00:00:00,2028-06-01 00:00:00,2023-01-10
917,IQVIA RDS BRASIL LTDA.,25351186222202356,XL092 E NIVOLUMABE ,INIBIDORES DA PROTEÍNA QUINASE ,SINTÉTICO/SEMISSINTÉTICO,"NEOPLASIA MALIGNA DO RIM, EXCETO PELVE RENAL",C64,XL092-304,"ESTUDO DE FASE 3, ABERTO, RANDOMIZADO, DE XL092 + NIVOLUMABE VERSUS SUNITINIBE EM PARTICIPANTES COM CARCINOMA DE CÉLULAS RENAIS DE CÉLULAS NÃO CLARAS AVANÇADO OU METASTÁTICO. EMENDA 1.0 DE 07 DE OUTUBRO DE 2022.",III,POSSUI COOPERAÇÃO ESTRANGEIRA,INICIADO, FUNDACAO PIO XII,HADSON SILVA ARAUJO,1,252280,NCT05678673,DRUG, XL092,2023-01-01 00:00:00,2028-06-01 00:00:00,2023-01-10
